Well Name,Well Number,API 14,Chosen ID,Abstract,API 10,API 12,Basin,Block,Choke Size,Completion End Date,Completion Start Date,Country,County/Parish,Current Operator,Current Operator Alias,Drill Start Date,Elevation,Elevation Type,Field,Additive Vol (1st Job),Total Fluid/Perf LL (1st Job),Total Fluid (1st Job),Frac Vendor (1st Job),First Prod Date,Total Prop (1st Job),Total Prop/Fluid (1st Job),Total Prop/Perf LL (1st Job),First Test Flow TBG Press,First Test Gas Vol,First Test Gor,First Test Oil Vol,First Test Water Vol,Treatment Type (1st Job),Ground Elevation,Has Daily Data,Has Monthly Data,Heel Latitude,Heel Longitude,Hz Well Spacing Any Zone,Hz Well Spacing Same Zone,Landing Zone,Last Prod Date Monthly,Lateral Length,Lease Name,Lease Number,Lower Perforation,Measured Depth,Oil API Gravity,Parent Child Any Zone,Parent Child Same Zone,Perf Lateral Length,Permit Date,Play,Previous Operator,Previous Operator Alias,Prop Type,Range,Section,Spud Date,State,Status,Surface Latitude,Surface Longitude,Survey,Target Formation,Toe Latitude,Toe Longitude,Additive Vol (All Jobs),Total Fluid/Perf LL (All Jobs),Total Fluid (All Jobs),Total Prop (All Jobs),Total Prop/Fluid (All Jobs),Total Prop/Perf LL (All Jobs),Township,True Vertical Depth,Vt Well Spacing Any Zone,Well Type,Cum BOE,Cum Oil,Cum Gas,Cum GOR,Cum Water,Cum BOE/Perf LL,Cum Gas/Perf LL,Cum Oil/Perf LL,Cum Water/Perf LL,First 12 BOE,First 12 BOE/Perf LL,First 12 Gas,First 12 Gas/Perf LL,First 12 GOR,First 12 Oil,First 12 Oil/Perf LL,First 12 Water,First 12 Water/Perf LL,First 6 BOE,First 6 BOE/Perf LL,First 6 Gas,First 6 Gas/Perf LL,First 6 GOR,First 6 Oil,First 6 Oil/Perf LL,First 6 Water,First 6 Water/Perf LL,Last 12 BOE,Last 12 BOE/Perf LL,Last 12 Gas,Last 12 Gas/Perf LL,Last 12 GOR,Last 12 Oil,Last 12 Oil/Perf LL,Last 12 Water,Last 12 Water/Perf LL,Last Month BOE,Last Month BOE/Perf LL,Last Month Gas,Last Month Gas/Perf LL,Last Month GOR,Last Month Oil,Last Month Oil/Perf LL,Last Month Water,Last Month Water/Perf LL,Months Produced,Created At,Updated At
NASSAU HALL F 102JM,102JM,42173386180000,ae234519-46f0-44ae-a8a8-e56915b6be38,1079,4217338618,421733861800,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,Ground,SPRABERRY,,,,,,,,,,,,,,,,false,true,,,,,,,10823.199,NASSAU HALL F,,,18377,,,,,02/09/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8775700,-101.7547000,"T&P RR CO / WRAGE, H C",,31.9060200,-101.7647000,,,,,,,"T&P RR CO / WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/08/2022 00:18:18,09/26/2023 12:14:45
PRINCETON E 3BB,3BB,42173386250000,4554445d-c64f-4388-8b19-961734e5b769,1079,4217338625,421733862500,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,11/15/2022 00:00:00,2582,Ground,SPRABERRY,,,,,,,,,,,,,,,2582,false,true,,,,,,,8824.115,PRINCETON E,,,17606,,,,,11/08/2023 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,11/15/2022 00:00:00,TX,DUC - Drilled Uncompleted,31.8770100,-101.7571000,T&P RR CO,,31.9002300,-101.7651000,,,,,,,T&P RR CO,,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/13/2022 18:21:25,11/23/2023 04:55:14
PRINCETON 4HB,4HB,42173386260000,e93f0473-6057-4561-a26a-0c59eb848d89,1079,4217338626,421733862600,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2583,Ground,SPRABERRY,,,,,,,,,,,,,,,2583,false,true,,,,,,,10822.802,PRINCETON,,,19324,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8770400,-101.7570000,T&P RR CO,,31.9057700,-101.7658000,,,,,,,T&P RR CO,,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/13/2022 18:21:32,11/02/2023 12:33:27
PRINCETON 5LL,5LL,42173386280000,d17aca33-de00-4424-b7c8-a35c93f6127f,1079,4217338628,421733862800,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2583,Ground,SPRABERRY,,,,,,,,,,,,,,,2583,false,true,,,,,,,10822.802,PRINCETON,,,18471,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8770600,-101.7569000,T&P RR CO,,31.9057900,-101.7657000,,,,,,,T&P RR CO,,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/13/2022 18:26:30,11/08/2023 13:26:40
PRINCETON 2HA,2HA,42173386240000,f2e65e7d-3475-4d08-8cf9-07c41593c32d,1079,4217338624,421733862400,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,11/24/2023 00:00:00,2581,Ground,SPRABERRY,,,,,,,,,,,,,,,2581,false,true,,,,,,,10821.9375,PRINCETON,,,19187,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,11/24/2023 00:00:00,TX,DUC - Drilled Uncompleted,31.8769700,-101.7572000,T&P RR CO,,31.9055400,-101.7667000,,,,,,,T&P RR CO,,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/13/2022 18:21:20,12/03/2023 19:07:57
PORT HUDSON F 15LM,15LM,42173386690000,74f5ad0a-7c79-4ca4-9515-f15e12df137d,1173,4217338669,421733866900,Permian Basin,36 T4S,,02/09/2023 00:00:00,01/21/2023 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/14/2022 00:00:00,2704,Ground,SPRABERRY,0,1698.8029,22634850,Chemplex,03/01/2023 00:00:00,26262938,0.15770306,1971.1001,,965,,990,3318,,2704,false,true,,,,,,09/01/2023 00:00:00,13324,PORT HUDSON F,59067,21338,21500,,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,04/14/2022 00:00:00,TX,Active Producer,31.7786300,-101.7552000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7786300,-101.7552000,0,1698.802912038427,22634850,26262938,0.15770305365425674,1971.1001200840587,"T&P RR CO / HUTCHISON, W A",8176,,BLACK OIL,136206.66650390625,112592,141688,1.2584,377354,10.22265584688579,10.634043830681478,8.450315220654458,28.321374962473733,,,,,,,,,,,,,,,,,,,,,,,,,,,,5633.16650390625,0.42278343619830755,5887,0.44183428399879915,1.2655,4652,0.3491444010807565,15591,1.1701441008706095,7,02/03/2022 22:44:57,11/25/2023 18:55:56
PORT HUDSON F 13JM,13JM,42173386680000,6efd8b9e-7264-4666-b5f7-c5e18cc8cb0d,1173,4217338668,421733866800,Permian Basin,36 T4S,,01/20/2023 00:00:00,01/04/2023 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/12/2022 00:00:00,2704,Ground,SPRABERRY,0,1723.6846,23035320,Chemplex,03/01/2023 00:00:00,26158060,0.15398335,1957.3525,,391,,336,4200,,2704,false,true,,,,,,09/01/2023 00:00:00,13364,PORT HUDSON F,59067,21019,21190,,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,04/12/2022 00:00:00,TX,Active Producer,31.7781800,-101.7569000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7781800,-101.7569000,0,1723.6845255911403,23035320,26158060,0.1539833598986102,1957.352589045196,"T&P RR CO / HUTCHISON, W A",7826,,BLACK OIL,48485.334228515625,38813,58034,1.4952,485164,3.6280555393980563,4.3425621071535465,2.904295121221191,36.30380125710865,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.5,0.1478973361269081,2385,0.17846453157737205,1.5104,1579,0.11815324753067943,19738,1.4769530080814128,7,02/03/2022 22:44:43,11/25/2023 18:55:56
PORT HUDSON F 12HA,12HA,42173386660000,617a9483-fa3c-43f5-976c-76003d4a5b2f,1173,4217338666,421733866600,Permian Basin,36 T4S,,01/19/2023 06:00:00,01/04/2023 06:00:00,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,04/12/2022 00:00:00,2704,Ground,SPRABERRY,,,,Chemplex,03/01/2023 00:00:00,,,,,1161,,1038,2544,,2704,false,true,,,,,,09/01/2023 00:00:00,357,PORT HUDSON F,59067,21762,9000,,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,04/12/2022 00:00:00,TX,Active Producer,31.7781600,-101.7570000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7781600,-101.7570000,,,,,,,"T&P RR CO / HUTCHISON, W A",8643,,BLACK OIL,154042.0009765625,124550,176952,1.4207,305254,431.4901988139006,495.66386554621846,348.8795518207283,855.0532212885154,,,,,,,,,,147984,414.52100840336135,169869,475.8235294117647,1.4195,119672,335.2156862745098,293299,821.5658263305322,,,,,,,,,,6058.5,16.970588235294116,7083,19.840336134453782,1.452,4878,13.663865546218487,11955,33.48739495798319,7,02/03/2022 22:44:10,11/25/2023 18:55:56
PORT HUDSON G 103HD,103HD,42173386640000,648845c4-da4a-4bba-91aa-33f6bc460d59,1173,4217338664,421733866400,Permian Basin,36 T4S,,01/03/2023 00:00:00,12/14/2022 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/09/2022 00:00:00,2705,Ground,SPRABERRY,0,2192.2993,29611386,Chemplex,03/01/2023 00:00:00,35547776,0.1637022,2631.804,,3150,,1323,4012,,2705,false,true,,,,,,09/01/2023 00:00:00,13507,PORT HUDSON G,59158,23600,23776,39,,,0,06/28/2023 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,04/09/2022 00:00:00,TX,Active Producer,31.7781200,-101.7571000,"T&P RR CO / HUTCHISON, W A",,31.8140800,-101.7689000,0,2192.2992522395793,29611386,35547776,0.16370220195309176,2631.8039535055896,"T&P RR CO / HUTCHISON, W A",10269,,BLACK OIL,57063.16650390625,42491,87433,2.0577,128854,4.224710631813597,6.473162064114903,3.145850299844525,9.539794180795143,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141.5,0.2325831050566373,3519,0.26053157621973794,1.3773,2555,0.18916117568668098,7748,0.5736284889316651,7,02/03/2022 15:52:12,11/25/2023 17:37:17
PORT HUDSON G 11LM,11LM,42173386670000,d44c62f7-0a17-4aeb-930a-dd92238948be,1173,4217338667,421733866700,Permian Basin,36 T4S,,01/20/2023 06:00:00,01/04/2023 06:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/11/2022 00:00:00,2706,Ground,SPRABERRY,0,1736.1663,23096220,Chemplex,03/01/2023 00:00:00,25888392,0.15175304,1946.0566,,718,,539,3072,,2706,false,true,,,,,,09/01/2023 00:00:00,13303,PORT HUDSON G,59158,21314,21483,,,,0,06/28/2023 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,04/11/2022 00:00:00,TX,Active Producer,31.7781400,-101.7571000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7781400,-101.7571000,0,1736.166278283094,23096220,25888392,0.15175304469866083,1946.056678944599,"T&P RR CO / HUTCHISON, W A",8180,,BLACK OIL,24383.000366210938,20257,24756,1.2221,115453,1.832894863279782,1.8609336239945877,1.5227392317522364,8.67871908592047,,,,,,,,,,23208,1.7445688942343833,23954,1.80064647072089,1.2466,19216,1.4444862061189205,109520,8.232729459520408,,,,,,,,,,1174.6666259765625,0.08830088145354902,802,0.060287153273697665,0.7704,1041,0.07825302563331579,5933,0.4459896264000601,7,02/03/2022 22:44:20,11/25/2023 17:37:17
PORT HUDSON E 9JM,9JM,42173386650000,659c079d-070f-450f-9e76-fbf527c3413e,1173,4217338665,421733866500,Permian Basin,36 T4S,,01/03/2023 06:00:00,12/14/2022 06:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/06/2022 00:00:00,2706,Ground,SPRABERRY,0,1668.2054,21920220,Chemplex,02/01/2023 00:00:00,24940614,0.1537987,1898.068,,499,,524,4095,,2706,false,true,,,,,,09/01/2023 00:00:00,13140,PORT HUDSON E,58924,20665,20993,,,,0,03/01/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,04/06/2022 00:00:00,TX,Active Producer,31.7780700,-101.7573000,"T&P RR CO / HUTCHISON, W A",,31.7780700,-101.7573000,0,1668.2054794520548,21920220,24940614,0.15379869477332136,1898.0680365296803,"T&P RR CO / HUTCHISON, W A",7853,,BLACK OIL,191835.66821289062,159732,192622,1.2059,1248286,14.599365921833382,14.659208523592085,12.156164383561643,94.99893455098935,,,,,,,,,,173901,13.23447488584475,171102,13.021461187214612,1.1769,145384,11.064231354642313,1136158,86.46560121765602,,,,,,,,,,14321.3330078125,1.0899035774590944,18608,1.4161339421613395,1.6585,11220,0.8538812785388128,87683,6.672983257229832,8,02/03/2022 15:52:26,11/25/2023 17:47:26
WR LACEBARK ELM UNIT 12CF,12CF,42227415750000,c1c31438-d0c6-4560-af9e-c1d4405b65b6,1338,4222741575,422274157500,Permian Basin,34 T1N,,12/27/2022 23:15:00,12/12/2022 19:39:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,761,Ground,SPRABERRY,0,1471.4731,16272690,COOPER NATURAL RESOURCES,,20552284,0.17446832,1858.4595,,,,,,,761,false,true,,,,,,,11058.774,WR LACEBARK ELM UNIT,,,17168,,,,,02/17/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1N,6,,TX,Completed - Not Active,32.2870102,-101.6785736,"T&P RR CO/ROBERTSON, W C",,32.3164406,-101.6872711,0,1471.473184162922,16272690,20552284,0.17446831701860924,1858.4594667077586,"T&P RR CO/ROBERTSON, W C",6546,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2022 23:26:36,04/29/2023 01:24:56
WR LACEBARK ELM UNIT 13JM,13JM,42227415760000,c91da6de-19d1-468e-88ba-999ceab8c3a4,1338,4222741576,422274157600,Permian Basin,34 T1N,,12/28/2022 01:34:00,12/12/2022 20:51:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,761,Ground,SPRABERRY,0,1773.6672,19609296,COOPER NATURAL RESOURCES,,18611934,0.12686421,1683.4556,,,,,,,761,false,true,,,,,,,11055.792,WR LACEBARK ELM UNIT,,,18043,,,,,02/17/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1N,6,,TX,Completed - Not Active,32.2869873,-101.6786728,"T&P RR CO/ROBERTSON, W C",,32.3162651,-101.6880264,0,1773.6672337772613,19609296,18611934,0.12686421255024963,1683.4555148244465,"T&P RR CO/ROBERTSON, W C",7394,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2022 23:27:01,04/29/2023 01:27:16
WR HACKBERRY UNIT 11MS,11MS,42227415770000,9b6924eb-de51-4a59-87d0-1dd50e46da5e,1338,4222741577,422274157700,Permian Basin,34 T1N,,12/28/2022 03:49:00,12/12/2022 18:28:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,761,Ground,SPRABERRY,0,1821.7484,20191450,COOPER NATURAL RESOURCES,,20796526,0.13886401,1876.3407,,,,,,,761,false,true,,,,,,,11083.556,WR HACKBERRY UNIT,,,17686,,,,,02/16/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1N,6,,TX,Completed - Not Active,32.2870331,-101.6784821,"T&P RR CO/ROBERTSON, W C",,32.3168602,-101.6854477,0,1821.7484182868395,20191450,20796526,0.1388640153169091,1876.3406464796303,"T&P RR CO/ROBERTSON, W C",6993,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/2022 23:25:09,04/29/2023 01:16:28
HARAMBE 32 3,3,42173386560000,d62f1468-2d84-4c18-b8fc-dd90e08658de,1080,4217338656,421733865600,Permian Basin,36 T3S,,09/10/2022 18:22:00,09/08/2022 08:09:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,07/05/2022 00:00:00,2600,Ground,SPRABERRY,87394,463.54626,1863456,ACE Completions,09/01/2022 00:00:00,1387750,0.101506315,345.21146,,272,,137,647,,2600,false,true,,,,,,09/01/2023 00:00:00,4020,HARAMBE 32,55266,10934,11152,39,,,0,02/07/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T3S,32,07/05/2022 00:00:00,TX,Active Producer,31.8519000,-101.7627000,"T&P RR CO / WRAGE, H C",,31.8519000,-101.7627000,87394,463.5462686567164,1863456,1387750,0.1015063164321446,345.21144278606965,"T&P RR CO / WRAGE, H C",11152,,BLACK OIL,45083.166748046875,30866,85303,2.7637,145768,11.214718096529074,21.219651741293532,7.678109452736319,36.26069651741294,,,,,,,,,,23869,5.937562189054726,48362,12.030348258706468,3.0591,15809,3.932587064676617,74660,18.572139303482587,37374,9.297014925373134,85006,21.14577114427861,3.6631,23206,5.772636815920398,109593,27.26194029850746,1779,0.4425373134328358,4638,1.153731343283582,4.6103,1006,0.25024875621890547,4751,1.1818407960199004,13,02/10/2022 17:56:06,11/25/2023 17:54:34
WALTHER 41 1,1,42173386820000,327aa0e9-5f6c-484d-8303-017c88a2bb55,411,4217338682,421733868200,Permian Basin,36 T3S,,12/21/2022 19:08:00,12/19/2022 13:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,10/02/2022 00:00:00,2598,Ground,SPRABERRY,82387,6071.9185,2228394,SNF Inc.,12/01/2022 00:00:00,1392370,0.08330086,3793.9236,,242,,135,1033,,2598,false,true,,,,,,09/01/2023 00:00:00,367,WALTHER 41,59247,10714,11100,39,,,0,02/17/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T3S,41,10/02/2022 00:00:00,TX,Active Producer,31.8368500,-101.7620000,T&P RR CO,SPRABERRY,31.8368500,-101.7620000,82387,6071.91825613079,2228394,1392370,0.08330086240745038,3793.9237057220707,T&P RR CO,11100,,BLACK OIL,17251.99998474121,13190,24372,1.8478,100928,47.008174345343896,66.40871934604904,35.940054495912804,275.008174386921,,,,,,,,,,14438,39.34059945504087,20180,54.986376021798364,1.8221,11075,30.177111716621255,84745,230.91280653950955,,,,,,,,,,821.5,2.2384196185286105,1107,3.016348773841962,1.7378,637,1.7356948228882834,4874,13.280653950953678,10,02/18/2022 21:25:40,11/25/2023 16:53:48
NASSAU HALL G 103JM,103JM,42173386450000,7681a343-1ce6-4865-b371-c71327c6c4e0,1079,4217338645,421733864500,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2597,Ground,SPRABERRY,,,,,,,,,,,,,,,2597,false,true,,,,,,,10824.497,NASSAU HALL G,,,18196,,,,,02/23/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8780600,-101.7527000,"T&P RR CO/WRAGE, H C",,31.9065400,-101.7625000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/24/2022 20:57:12,10/11/2023 12:30:21
NASSAU HALL H 104JM,104JM,42173386460000,63b2a422-bdcd-4f04-99a9-86759e02bb16,1079,4217338646,421733864600,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2598,Ground,SPRABERRY,,,,,,,,,,,,,,,2598,false,true,,,,,,,10830.162,NASSAU HALL H,,,18224,,,,,02/23/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8781200,-101.7524000,"T&P RR CO/WRAGE, H C",,31.9069900,-101.7606000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/24/2022 20:57:14,09/19/2023 12:29:35
PORT HUDSON 101HD,101HD,42173386600000,a6fe87a9-f41d-4cf4-9129-22c92b5df373,1173,4217338660,421733866000,Permian Basin,36 T4S,,01/14/2023 23:39:00,12/30/2022 18:57:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/08/2022 00:00:00,2696,Ground,SPRABERRY,0,2167.184,28708688,COOPER NATURAL RESOURCES,03/01/2023 00:00:00,35880164,0.17225763,2708.55,,2421,,995,2874,,2696,false,true,,,,,,09/01/2023 00:00:00,13247,PORT HUDSON,58919,23401,23492,,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,06/08/2022 00:00:00,TX,Active Producer,31.7770900,-101.7614000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.8131400,-101.7728000,0,2167.184117158602,28708688,35880164,0.17225762694522526,2708.550162300898,"T&P RR CO / HUTCHISON, W A",10245,,VOLATILE OIL,307778.16796875,215657,552727,2.563,622913,23.2338014621235,41.7246923831811,16.279685966633956,47.02294859213407,,,,,,,,,,274344,20.709896580357817,494217,37.307843285272135,2.5744,191974,14.49188495508417,554506,41.858986940439344,,,,,,,,,,33434.66796875,2.52394262616064,58510,4.41684909790896,2.4705,23683,1.7878010115497849,68407,5.1639616516947235,7,03/04/2022 19:08:18,12/07/2023 08:54:52
PORT HUDSON E 102HD,102HD,42173386630000,4f40e7b5-f81a-4b84-ada6-a2a5f6f7f0b7,1173,4217338663,421733866300,Permian Basin,36 T4S,,12/29/2022 14:00:00,12/10/2022 19:47:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/05/2022 00:00:00,2696,Ground,SPRABERRY,0,2195.126,29408102,COOPER NATURAL RESOURCES,02/01/2023 00:00:00,36175570,0.16888782,2700.2737,,2266,,863,2678,,2696,false,true,,,,,,09/01/2023 00:00:00,13397,PORT HUDSON E,58924,23438,23656,,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,06/05/2022 00:00:00,TX,Active Producer,31.7775000,-101.7597000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.8136100,-101.7709000,0,2195.1259237142644,29408102,36175568,0.16888783084781658,2700.2737926401433,"T&P RR CO / HUTCHISON, W A",10259,,VOLATILE OIL,402554.16931152344,258657,863383,3.3379,802646,30.048083101554337,64.44599537209822,19.30708367544973,59.91236844069568,,,,,,,,,,368940,27.539001268940808,776993,57.99753676196163,3.245,239441,17.872732701351048,743016,55.46137194894379,,,,,,,,,,32563.5,2.4306561170411287,84501,6.3074568933343285,4.5726,18480,1.379413301485407,57346,4.280510562066135,8,03/04/2022 19:08:20,11/25/2023 17:47:26
PORT HUDSON 1LM,1LM,42173386570000,5fcfbf3a-934b-47e4-b0e4-703311a1ebb6,1173,4217338657,421733865700,Permian Basin,36 T4S,,01/25/2023 20:04:00,01/15/2023 07:38:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/07/2022 00:00:00,2696,Ground,SPRABERRY,0,1731.7721,23074132,ACE COMPLETIONS,,26644002,0.12133245,1999.7,,463,,448,4150,,2696,false,true,,,,,,,13324,PORT HUDSON,58919,21317,21460,39,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,06/07/2022 00:00:00,TX,Completed - Not Active,31.7770462,-101.7615433,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7770462,-101.7615433,0,1731.7721404983488,23074132,26644002,0.12133244877169895,1999.6999399579706,"T&P RR CO / HUTCHISON, W A",8136,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:08:14,07/09/2023 19:49:17
PORT HUDSON E 6LM,6LM,42173386610000,534e4f66-2644-4e1e-9826-6fbaba49ddc4,1173,4217338661,421733866100,Permian Basin,36 T4S,,12/29/2022 06:00:00,12/10/2022 06:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/02/2022 00:00:00,270,Ground,SPRABERRY,,,,ACE COMPLETIONS,,,,,,722,,606,3513,,270,false,true,,,,,,,13195,PORT HUDSON E,58924,21225,21408,39,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,06/02/2022 00:00:00,TX,Completed - Not Active,31.7774700,-101.7598000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7774700,-101.7598000,,,,,,,"T&P RR CO / HUTCHISON, W A",8213,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:08:19,11/08/2023 03:17:18
